0.6   0
0.602667   0
0.605333   0
0.608   0
0.610667   0
0.613333   0
0.616   0
0.618667   0
0.621333   0
0.624   0
0.626667   0
0.629333   0
0.632   0
0.634667   0
0.637333   0
0.64   0
0.642667   0
0.645333   0
0.648   0
0.650667   0
0.653333   0
0.656   0
0.658667   0
0.661333   0
0.664   0
0.666667   0
0.669333   0
0.672   1
0.674667   1
0.677333   0
0.68   0
0.682667   0
0.685333   0
0.688   1
0.690667   0
0.693333   0
0.696   2
0.698667   2
0.701333   2
0.704   0
0.706667   0
0.709333   0
0.712   1
0.714667   0
0.717333   4
0.72   1
0.722667   2
0.725333   0
0.728   2
0.730667   2
0.733333   1
0.736   0
0.738667   0
0.741333   1
0.744   2
0.746667   4
0.749333   2
0.752   4
0.754667   2
0.757333   2
0.76   2
0.762667   4
0.765333   6
0.768   3
0.770667   5
0.773333   10
0.776   6
0.778667   6
0.781333   12
0.784   10
0.786667   5
0.789333   10
0.792   4
0.794667   16
0.797333   14
0.8   16
0.802667   15
0.805333   16
0.808   18
0.810667   14
0.813333   16
0.816   24
0.818667   16
0.821333   18
0.824   21
0.826667   24
0.829333   22
0.832   22
0.834667   29
0.837333   36
0.84   19
0.842667   24
0.845333   25
0.848   37
0.850667   48
0.853333   42
0.856   33
0.858667   34
0.861333   38
0.864   50
0.866667   37
0.869333   54
0.872   50
0.874667   56
0.877333   55
0.88   45
0.882667   64
0.885333   69
0.888   61
0.890667   77
0.893333   57
0.896   73
0.898667   76
0.901333   62
0.904   78
0.906667   74
0.909333   74
0.912   69
0.914667   91
0.917333   72
0.92   74
0.922667   79
0.925333   79
0.928   89
0.930667   89
0.933333   90
0.936   102
0.938667   99
0.941333   86
0.944   90
0.946667   97
0.949333   81
0.952   115
0.954667   97
0.957333   116
0.96   111
0.962667   93
0.965333   97
0.968   110
0.970667   102
0.973333   115
0.976   110
0.978667   103
0.981333   110
0.984   104
0.986667   103
0.989333   112
0.992   105
0.994667   106
0.997333   105
1   111
1.00267   124
1.00533   105
1.008   113
1.01067   111
1.01333   107
1.016   110
1.01867   107
1.02133   108
1.024   92
1.02667   88
1.02933   98
1.032   100
1.03467   110
1.03733   102
1.04   101
1.04267   81
1.04533   90
1.048   80
1.05067   104
1.05333   80
1.056   85
1.05867   88
1.06133   82
1.064   81
1.06667   86
1.06933   79
1.072   90
1.07467   83
1.07733   73
1.08   76
1.08267   70
1.08533   63
1.088   62
1.09067   80
1.09333   61
1.096   56
1.09867   58
1.10133   44
1.104   60
1.10667   68
1.10933   61
1.112   55
1.11467   48
1.11733   42
1.12   39
1.12267   48
1.12533   38
1.128   47
1.13067   36
1.13333   38
1.136   29
1.13867   43
1.14133   39
1.144   29
1.14667   31
1.14933   39
1.152   38
1.15467   40
1.15733   26
1.16   28
1.16267   18
1.16533   27
1.168   30
1.17067   27
1.17333   15
1.176   21
1.17867   24
1.18133   21
1.184   20
1.18667   20
1.18933   12
1.192   12
1.19467   19
1.19733   17
1.2   18
1.20267   15
1.20533   10
1.208   11
1.21067   7
1.21333   15
1.216   16
1.21867   10
1.22133   15
1.224   10
1.22667   11
1.22933   14
1.232   8
1.23467   10
1.23733   4
1.24   6
1.24267   1
1.24533   3
1.248   6
1.25067   5
1.25333   4
1.256   3
1.25867   3
1.26133   1
1.264   4
1.26667   6
1.26933   4
1.272   2
1.27467   3
1.27733   5
1.28   2
1.28267   4
1.28533   4
1.288   5
1.29067   3
1.29333   1
1.296   3
1.29867   1
1.30133   3
1.304   3
1.30667   3
1.30933   2
1.312   1
1.31467   0
1.31733   2
1.32   0
1.32267   1
1.32533   0
1.328   0
1.33067   1
1.33333   1
1.336   0
1.33867   1
1.34133   1
1.344   1
1.34667   3
1.34933   0
1.352   1
1.35467   1
1.35733   0
1.36   0
1.36267   0
1.36533   0
1.368   1
1.37067   0
1.37333   0
1.376   0
1.37867   0
1.38133   1
1.384   0
1.38667   0
1.38933   1
1.392   0
1.39467   0
1.39733   0
