-5   11
-4.9   16
-4.8   14
-4.7   12
-4.6   12
-4.5   20
-4.4   25
-4.3   10
-4.2   14
-4.1   24
-4   20
-3.9   14
-3.8   17
-3.7   20
-3.6   21
-3.5   26
-3.4   29
-3.3   25
-3.2   22
-3.1   26
-3   36
-2.9   37
-2.8   40
-2.7   37
-2.6   48
-2.5   47
-2.4   44
-2.3   62
-2.2   51
-2.1   61
-2   52
-1.9   58
-1.8   90
-1.7   96
-1.6   82
-1.5   101
-1.4   111
-1.3   112
-1.2   131
-1.1   135
-1   162
-0.9   165
-0.8   159
-0.7   224
-0.6   243
-0.5   239
-0.4   267
-0.3   294
-0.2   308
-0.1   314
0   314
0.1   320
0.2   314
0.3   278
0.4   304
0.5   270
0.6   227
0.7   198
0.8   209
0.9   192
1   172
1.1   120
1.2   127
1.3   115
1.4   107
1.5   112
1.6   105
1.7   60
1.8   76
1.9   66
2   52
2.1   51
2.2   59
2.3   58
2.4   49
2.5   43
2.6   51
2.7   45
2.8   40
2.9   30
3   32
3.1   32
3.2   30
3.3   33
3.4   30
3.5   16
3.6   23
3.7   21
3.8   17
3.9   20
4   14
4.1   20
4.2   16
4.3   14
4.4   27
4.5   18
4.6   17
4.7   12
4.8   10
4.9   13
